id;status;total_price;payment_method;payment_reference;customer_details_id
4843;PAID;3.24;CREDIT_CARD;maestro;727
4844;CANCELLED;1.16;IDEAL;americanexpress;420
4845;PENDING;0.16;IDEAL;jcb;847
4846;CANCELLED;5.83;IDEAL;jcb;832
4847;REFUNDED;5.15;CREDIT_CARD;switch;587
4848;CANCELLED;9.21;CREDIT_CARD;maestro;506
4849;PENDING;1.95;IDEAL;jcb;33
4850;CANCELLED;5.57;IDEAL;mastercard;324
4851;CANCELLED;4.95;IDEAL;switch;519
4852;COMPLETED;8.28;IDEAL;jcb;602
4853;COMPLETED;5.33;IDEAL;jcb;533
4854;PAID;6.00;IDEAL;mastercard;417
4855;COMPLETED;0.48;IDEAL;maestro;210
4856;CANCELLED;3.12;CREDIT_CARD;jcb;321
4857;PAID;0.45;IDEAL;jcb;790
4858;REFUNDED;8.56;CREDIT_CARD;instapayment;760
4859;CANCELLED;9.91;CREDIT_CARD;diners-club-carte-blanche;256
4860;CANCELLED;8.84;IDEAL;diners-club-enroute;106
4861;COMPLETED;6.74;CREDIT_CARD;jcb;295
4862;CANCELLED;1.65;IDEAL;maestro;990
4863;REFUNDED;6.34;CREDIT_CARD;diners-club-carte-blanche;222
4864;CANCELLED;6.28;IDEAL;jcb;114
4865;PAID;5.28;IDEAL;jcb;938
4866;REFUNDED;1.73;IDEAL;visa;5
4867;PAID;1.70;CREDIT_CARD;diners-club-enroute;407
4868;REFUNDED;5.74;CREDIT_CARD;diners-club-carte-blanche;156
4869;COMPLETED;3.28;CREDIT_CARD;diners-club-us-ca;533
4870;COMPLETED;7.15;CREDIT_CARD;bankcard;280
4871;REFUNDED;4.60;IDEAL;mastercard;194
4872;CANCELLED;8.05;IDEAL;jcb;760
4873;PENDING;0.70;IDEAL;jcb;919
4874;PAID;6.08;IDEAL;mastercard;340
4875;PENDING;9.38;IDEAL;jcb;454
4876;REFUNDED;6.96;IDEAL;jcb;999
4877;CANCELLED;3.62;IDEAL;jcb;577
4878;REFUNDED;8.03;IDEAL;china-unionpay;711
4879;REFUNDED;4.05;IDEAL;jcb;845
4880;REFUNDED;2.33;IDEAL;diners-club-carte-blanche;138
4881;PENDING;7.26;CREDIT_CARD;maestro;411
4882;COMPLETED;1.95;IDEAL;switch;452
4883;CANCELLED;7.90;IDEAL;jcb;728
4884;REFUNDED;5.59;IDEAL;jcb;8
4885;COMPLETED;9.03;IDEAL;laser;521
4886;PAID;5.63;CREDIT_CARD;diners-club-us-ca;305
4887;COMPLETED;9.13;IDEAL;china-unionpay;834
4888;PENDING;5.27;IDEAL;mastercard;664
4889;PENDING;9.71;CREDIT_CARD;diners-club-enroute;763
4890;COMPLETED;3.56;IDEAL;americanexpress;299
4891;REFUNDED;2.52;CREDIT_CARD;bankcard;883
4892;CANCELLED;4.26;IDEAL;diners-club-carte-blanche;58
4893;REFUNDED;4.09;IDEAL;diners-club-enroute;388
4894;PENDING;7.10;IDEAL;jcb;489
4895;CANCELLED;1.76;CREDIT_CARD;maestro;355
4896;CANCELLED;0.17;CREDIT_CARD;jcb;887
4897;PENDING;4.85;IDEAL;maestro;927
4898;PENDING;4.30;IDEAL;jcb;366
4899;CANCELLED;8.88;IDEAL;maestro;758
4900;REFUNDED;7.04;CREDIT_CARD;switch;507
4901;REFUNDED;9.01;IDEAL;jcb;74
4902;COMPLETED;3.17;CREDIT_CARD;jcb;180
4903;CANCELLED;6.06;IDEAL;jcb;937
4904;PAID;9.30;CREDIT_CARD;diners-club-carte-blanche;994
4905;PAID;7.26;IDEAL;bankcard;682
4906;CANCELLED;0.03;CREDIT_CARD;jcb;895
4907;CANCELLED;6.05;CREDIT_CARD;maestro;925
4908;REFUNDED;7.46;IDEAL;jcb;929
4909;PAID;6.14;IDEAL;jcb;152
4910;COMPLETED;3.31;IDEAL;jcb;927
4911;COMPLETED;9.79;CREDIT_CARD;instapayment;492
4912;REFUNDED;4.38;IDEAL;jcb;934
4913;CANCELLED;7.29;IDEAL;diners-club-international;826
4914;PENDING;3.26;IDEAL;jcb;934
4915;COMPLETED;9.61;CREDIT_CARD;instapayment;568
4916;CANCELLED;4.78;IDEAL;mastercard;143
4917;PENDING;7.06;IDEAL;mastercard;167
4918;PAID;9.54;IDEAL;jcb;998
4919;PENDING;2.02;IDEAL;instapayment;978
4920;PENDING;5.53;IDEAL;diners-club-carte-blanche;372
4921;PENDING;6.65;IDEAL;mastercard;662
4922;COMPLETED;3.12;IDEAL;jcb;582
4923;PENDING;1.12;CREDIT_CARD;switch;137
4924;CANCELLED;9.87;IDEAL;switch;724
4925;PAID;5.68;CREDIT_CARD;china-unionpay;97
4926;PAID;3.16;CREDIT_CARD;jcb;651
4927;PENDING;3.92;IDEAL;jcb;994
4928;COMPLETED;9.87;CREDIT_CARD;diners-club-enroute;629
4929;CANCELLED;1.78;CREDIT_CARD;jcb;171
4930;PENDING;8.70;IDEAL;jcb;344
4931;CANCELLED;2.93;CREDIT_CARD;jcb;92
4932;PENDING;9.12;IDEAL;diners-club-carte-blanche;520
4933;REFUNDED;6.86;CREDIT_CARD;mastercard;970
4934;PAID;9.54;CREDIT_CARD;jcb;925
4935;PENDING;5.40;CREDIT_CARD;switch;1
4936;PAID;9.04;IDEAL;americanexpress;271
4937;CANCELLED;3.00;IDEAL;diners-club-enroute;396
4938;PENDING;7.12;CREDIT_CARD;jcb;969
4939;REFUNDED;8.98;IDEAL;mastercard;495
4940;COMPLETED;6.34;IDEAL;americanexpress;397
4941;CANCELLED;1.40;IDEAL;instapayment;567
4942;CANCELLED;9.88;CREDIT_CARD;jcb;590
4943;COMPLETED;5.76;CREDIT_CARD;jcb;89
4944;COMPLETED;3.91;CREDIT_CARD;china-unionpay;69
4945;PENDING;5.67;IDEAL;americanexpress;98
4946;PENDING;8.30;CREDIT_CARD;jcb;125
4947;PENDING;2.21;IDEAL;switch;569
4948;PENDING;6.61;IDEAL;jcb;548
4949;CANCELLED;6.06;IDEAL;diners-club-carte-blanche;545
4950;REFUNDED;4.41;CREDIT_CARD;jcb;109
4951;CANCELLED;4.33;IDEAL;diners-club-enroute;855
4952;PAID;6.91;CREDIT_CARD;visa-electron;138
4953;PAID;3.68;CREDIT_CARD;jcb;494
4954;REFUNDED;5.04;CREDIT_CARD;bankcard;437
4955;COMPLETED;9.16;CREDIT_CARD;jcb;379
4956;COMPLETED;4.96;IDEAL;jcb;193
4957;PAID;4.78;CREDIT_CARD;jcb;446
4958;COMPLETED;9.28;CREDIT_CARD;diners-club-carte-blanche;665
4959;COMPLETED;7.57;IDEAL;diners-club-us-ca;309
4960;REFUNDED;6.18;IDEAL;china-unionpay;792
4961;REFUNDED;2.65;CREDIT_CARD;jcb;583
4962;COMPLETED;8.36;IDEAL;jcb;710
4963;PAID;7.97;CREDIT_CARD;mastercard;546
4964;CANCELLED;3.87;CREDIT_CARD;laser;713
4965;PENDING;2.66;CREDIT_CARD;maestro;995
4966;COMPLETED;0.18;IDEAL;mastercard;37
4967;REFUNDED;1.73;IDEAL;jcb;268
4968;CANCELLED;6.57;IDEAL;jcb;357
4969;COMPLETED;6.24;CREDIT_CARD;diners-club-carte-blanche;813
4970;COMPLETED;1.12;CREDIT_CARD;jcb;779
4971;REFUNDED;1.29;IDEAL;maestro;855
4972;REFUNDED;4.35;IDEAL;visa-electron;907
4973;PENDING;0.63;IDEAL;jcb;230
4974;CANCELLED;1.77;CREDIT_CARD;jcb;359
4975;COMPLETED;1.95;CREDIT_CARD;mastercard;595
4976;PENDING;3.54;CREDIT_CARD;jcb;434
4977;COMPLETED;9.15;IDEAL;diners-club-carte-blanche;373
4978;COMPLETED;1.38;CREDIT_CARD;jcb;478
4979;COMPLETED;3.94;IDEAL;bankcard;378
4980;CANCELLED;3.91;IDEAL;jcb;791
4981;PENDING;0.78;CREDIT_CARD;china-unionpay;561
4982;PENDING;6.08;IDEAL;jcb;267
4983;REFUNDED;0.77;CREDIT_CARD;jcb;359
4984;PAID;8.94;IDEAL;jcb;486
4985;CANCELLED;4.52;CREDIT_CARD;jcb;733
4986;PENDING;8.77;IDEAL;maestro;787
4987;COMPLETED;5.36;IDEAL;jcb;941
4988;CANCELLED;5.12;CREDIT_CARD;maestro;306
4989;COMPLETED;6.73;IDEAL;switch;601
4990;PAID;7.79;CREDIT_CARD;jcb;452
4991;CANCELLED;9.73;IDEAL;visa;861
4992;REFUNDED;9.70;IDEAL;china-unionpay;288
4993;CANCELLED;7.31;CREDIT_CARD;jcb;43
4994;CANCELLED;7.13;IDEAL;mastercard;935
4995;CANCELLED;2.21;CREDIT_CARD;jcb;757
4996;PAID;2.73;IDEAL;diners-club-us-ca;859
4997;PENDING;7.16;CREDIT_CARD;jcb;248
4998;COMPLETED;2.18;CREDIT_CARD;mastercard;580
4999;COMPLETED;3.46;IDEAL;jcb;680
5000;CANCELLED;0.88;IDEAL;bankcard;78
5001;PAID;1.80;CREDIT_CARD;solo;704
5002;REFUNDED;3.77;CREDIT_CARD;jcb;182
5003;PAID;3.42;CREDIT_CARD;jcb;687
5004;PAID;9.48;CREDIT_CARD;visa;222
5005;CANCELLED;8.34;IDEAL;switch;325
5006;REFUNDED;1.82;IDEAL;jcb;246
5007;CANCELLED;3.76;CREDIT_CARD;jcb;442
5008;PAID;1.98;CREDIT_CARD;mastercard;61
5009;PAID;5.40;IDEAL;china-unionpay;766
5010;PAID;5.62;CREDIT_CARD;americanexpress;565
5011;CANCELLED;7.94;IDEAL;diners-club-carte-blanche;940
5012;PAID;4.01;CREDIT_CARD;diners-club-enroute;908
5013;REFUNDED;3.45;CREDIT_CARD;jcb;666
5014;CANCELLED;4.12;CREDIT_CARD;jcb;347
5015;COMPLETED;5.74;CREDIT_CARD;visa-electron;750
5016;PENDING;1.53;IDEAL;jcb;585
5017;PENDING;6.69;CREDIT_CARD;maestro;758
5018;PENDING;4.00;CREDIT_CARD;jcb;203
5019;CANCELLED;3.55;IDEAL;diners-club-enroute;608
5020;PENDING;0.72;CREDIT_CARD;americanexpress;586
5021;CANCELLED;3.82;CREDIT_CARD;maestro;804
5022;PAID;5.04;CREDIT_CARD;diners-club-us-ca;180
5023;CANCELLED;1.90;IDEAL;visa-electron;603
5024;PAID;4.28;IDEAL;jcb;417
5025;REFUNDED;7.79;CREDIT_CARD;jcb;615
5026;PAID;7.77;IDEAL;diners-club-carte-blanche;160
5027;CANCELLED;2.62;IDEAL;laser;790
5028;PENDING;2.47;CREDIT_CARD;laser;841
5029;PAID;7.52;CREDIT_CARD;jcb;920
5030;COMPLETED;5.15;CREDIT_CARD;jcb;762
5031;CANCELLED;9.42;CREDIT_CARD;bankcard;370
5032;REFUNDED;8.71;CREDIT_CARD;mastercard;340
5033;COMPLETED;4.67;CREDIT_CARD;jcb;715
5034;PAID;3.08;CREDIT_CARD;jcb;735
5035;PAID;5.09;CREDIT_CARD;jcb;494
5036;CANCELLED;7.23;IDEAL;jcb;735
5037;REFUNDED;6.43;CREDIT_CARD;americanexpress;846
5038;CANCELLED;6.41;IDEAL;diners-club-carte-blanche;829
5039;PENDING;6.36;IDEAL;jcb;47
5040;REFUNDED;6.89;IDEAL;jcb;585
5041;PAID;6.74;CREDIT_CARD;jcb;605
5042;CANCELLED;5.83;CREDIT_CARD;jcb;463
5043;CANCELLED;9.43;CREDIT_CARD;laser;383
5044;REFUNDED;6.42;IDEAL;mastercard;851
5045;PAID;7.13;IDEAL;jcb;87
5046;PAID;6.44;IDEAL;mastercard;854
5047;REFUNDED;8.91;IDEAL;jcb;939
5048;PAID;2.65;IDEAL;mastercard;65
5049;PAID;5.35;IDEAL;china-unionpay;685
5050;PENDING;9.60;IDEAL;mastercard;500
5051;REFUNDED;4.73;CREDIT_CARD;mastercard;607
5052;COMPLETED;5.57;CREDIT_CARD;maestro;411
5053;CANCELLED;8.88;IDEAL;jcb;490
5054;COMPLETED;2.34;IDEAL;jcb;140
5055;REFUNDED;6.09;IDEAL;diners-club-carte-blanche;86
5056;PAID;2.12;IDEAL;china-unionpay;373
5057;COMPLETED;1.19;IDEAL;americanexpress;125
5058;CANCELLED;9.07;CREDIT_CARD;switch;1000
5059;PENDING;6.99;CREDIT_CARD;china-unionpay;157
5060;COMPLETED;1.22;IDEAL;mastercard;173
5061;PAID;2.30;CREDIT_CARD;switch;321
5062;CANCELLED;8.45;IDEAL;maestro;502
5063;REFUNDED;5.18;CREDIT_CARD;laser;942
5064;PENDING;9.60;IDEAL;mastercard;77
5065;PENDING;3.54;IDEAL;switch;527
5066;PAID;9.09;IDEAL;laser;265
5067;PAID;2.10;IDEAL;jcb;36
5068;PAID;6.29;IDEAL;jcb;577
5069;CANCELLED;7.88;CREDIT_CARD;switch;817
5070;COMPLETED;3.93;IDEAL;jcb;841
5071;COMPLETED;1.78;IDEAL;jcb;447
5072;COMPLETED;5.34;IDEAL;mastercard;163
5073;PAID;3.49;CREDIT_CARD;jcb;863
5074;CANCELLED;6.69;CREDIT_CARD;americanexpress;800
5075;PAID;7.22;IDEAL;jcb;319
5076;REFUNDED;4.30;CREDIT_CARD;switch;950
5077;CANCELLED;5.84;CREDIT_CARD;visa;715
5078;CANCELLED;0.30;IDEAL;jcb;996
5079;PENDING;5.22;CREDIT_CARD;jcb;382
5080;COMPLETED;5.38;IDEAL;jcb;962
5081;PAID;7.49;IDEAL;switch;771
5082;COMPLETED;0.24;IDEAL;mastercard;115
5083;PAID;5.70;CREDIT_CARD;jcb;981
5084;PAID;1.81;IDEAL;maestro;369
5085;PENDING;2.10;IDEAL;diners-club-enroute;471
5086;CANCELLED;4.77;IDEAL;mastercard;928
5087;PENDING;7.84;IDEAL;jcb;479
5088;REFUNDED;1.55;IDEAL;jcb;861
5089;PENDING;9.76;IDEAL;maestro;812
5090;PENDING;7.41;IDEAL;jcb;249
5091;COMPLETED;7.44;IDEAL;jcb;156
5092;PENDING;2.97;IDEAL;jcb;620
5093;PENDING;0.39;IDEAL;jcb;7
5094;PAID;0.66;CREDIT_CARD;bankcard;102
5095;PENDING;8.00;CREDIT_CARD;solo;858
5096;CANCELLED;4.87;IDEAL;mastercard;639
5097;COMPLETED;4.21;CREDIT_CARD;jcb;995
5098;REFUNDED;2.79;CREDIT_CARD;switch;761
5099;CANCELLED;0.45;IDEAL;maestro;626
5100;COMPLETED;7.41;IDEAL;mastercard;675
5101;CANCELLED;7.87;CREDIT_CARD;visa-electron;175
5102;REFUNDED;5.22;IDEAL;jcb;308
5103;CANCELLED;8.64;IDEAL;jcb;899
5104;COMPLETED;3.69;IDEAL;jcb;423
5105;PAID;2.55;IDEAL;switch;963
5106;CANCELLED;2.62;CREDIT_CARD;diners-club-enroute;242
5107;COMPLETED;4.89;IDEAL;jcb;729
5108;PAID;2.19;IDEAL;mastercard;14
5109;PAID;0.42;IDEAL;mastercard;877
5110;PENDING;6.03;IDEAL;solo;366
5111;COMPLETED;7.73;CREDIT_CARD;jcb;8
5112;COMPLETED;9.30;CREDIT_CARD;diners-club-enroute;94
5113;PAID;9.58;IDEAL;switch;957
5114;CANCELLED;9.77;IDEAL;mastercard;925
5115;PAID;2.95;CREDIT_CARD;switch;681
5116;REFUNDED;0.83;CREDIT_CARD;jcb;616
5117;PENDING;7.28;IDEAL;jcb;156
5118;REFUNDED;7.95;CREDIT_CARD;americanexpress;788
5119;PENDING;2.05;IDEAL;jcb;374
5120;PENDING;8.13;IDEAL;mastercard;951
5121;PAID;3.11;CREDIT_CARD;bankcard;351
5122;REFUNDED;9.26;CREDIT_CARD;bankcard;663
5123;PAID;3.15;IDEAL;mastercard;288
5124;PAID;7.50;CREDIT_CARD;jcb;719
5125;CANCELLED;7.71;CREDIT_CARD;jcb;997
5126;PENDING;2.80;IDEAL;china-unionpay;581
5127;PENDING;3.13;IDEAL;jcb;764
5128;REFUNDED;8.83;CREDIT_CARD;laser;87
5129;COMPLETED;9.73;CREDIT_CARD;jcb;405
5130;REFUNDED;5.68;IDEAL;jcb;991
5131;COMPLETED;9.10;IDEAL;china-unionpay;15
5132;COMPLETED;5.81;CREDIT_CARD;jcb;692
5133;PENDING;2.65;CREDIT_CARD;jcb;347
5134;COMPLETED;4.50;IDEAL;diners-club-carte-blanche;222
5135;PAID;6.62;CREDIT_CARD;jcb;213
5136;COMPLETED;9.81;IDEAL;mastercard;776
5137;COMPLETED;5.00;CREDIT_CARD;visa-electron;202
5138;PENDING;0.12;IDEAL;jcb;660
5139;PENDING;0.84;CREDIT_CARD;jcb;730
5140;CANCELLED;1.32;IDEAL;switch;504
5141;REFUNDED;0.48;IDEAL;mastercard;691
5142;REFUNDED;0.14;CREDIT_CARD;laser;532
5143;REFUNDED;0.53;IDEAL;bankcard;792
5144;PENDING;9.83;IDEAL;diners-club-enroute;868
5145;REFUNDED;9.21;IDEAL;diners-club-carte-blanche;815
5146;CANCELLED;3.74;IDEAL;jcb;497
5147;PAID;2.53;IDEAL;mastercard;228
5148;PENDING;7.01;IDEAL;bankcard;615
5149;PENDING;0.73;CREDIT_CARD;jcb;811
5150;PENDING;4.96;CREDIT_CARD;jcb;657
5151;CANCELLED;1.33;CREDIT_CARD;jcb;65
5152;CANCELLED;7.28;CREDIT_CARD;jcb;351
5153;CANCELLED;1.85;CREDIT_CARD;china-unionpay;804
5154;COMPLETED;3.20;IDEAL;laser;278
5155;PAID;6.79;CREDIT_CARD;jcb;760
5156;PENDING;4.55;IDEAL;china-unionpay;680
5157;CANCELLED;1.14;IDEAL;jcb;588
5158;PAID;6.43;CREDIT_CARD;switch;804
5159;COMPLETED;9.59;IDEAL;jcb;293
5160;PENDING;9.16;CREDIT_CARD;maestro;171
5161;PAID;7.44;CREDIT_CARD;jcb;403
5162;COMPLETED;3.55;CREDIT_CARD;jcb;888
5163;PAID;6.07;IDEAL;jcb;637
5164;CANCELLED;7.81;IDEAL;jcb;448
5165;COMPLETED;6.08;IDEAL;mastercard;770
5166;PENDING;4.92;CREDIT_CARD;jcb;217
5167;PAID;1.17;IDEAL;jcb;819
5168;PAID;4.27;CREDIT_CARD;bankcard;534
5169;REFUNDED;8.34;CREDIT_CARD;jcb;407
5170;PAID;3.18;IDEAL;jcb;621
5171;REFUNDED;2.13;CREDIT_CARD;china-unionpay;784
5172;PAID;0.71;CREDIT_CARD;jcb;835
5173;COMPLETED;3.51;IDEAL;jcb;730
5174;PENDING;7.42;CREDIT_CARD;maestro;863
5175;REFUNDED;0.63;CREDIT_CARD;visa-electron;818
5176;COMPLETED;6.01;CREDIT_CARD;jcb;779
5177;PAID;5.10;IDEAL;mastercard;87
5178;PAID;1.53;IDEAL;jcb;952
5179;CANCELLED;3.38;CREDIT_CARD;jcb;195
5180;REFUNDED;3.83;CREDIT_CARD;jcb;215
5181;REFUNDED;6.10;IDEAL;jcb;886
5182;PAID;0.73;IDEAL;jcb;97
5183;PAID;3.48;IDEAL;china-unionpay;851
5184;REFUNDED;8.41;CREDIT_CARD;jcb;974
5185;PENDING;0.62;CREDIT_CARD;diners-club-enroute;797
5186;PENDING;8.33;CREDIT_CARD;diners-club-enroute;185
5187;PENDING;1.59;IDEAL;visa-electron;419
5188;PENDING;2.30;IDEAL;mastercard;642
5189;CANCELLED;6.73;IDEAL;jcb;411
5190;PAID;8.72;CREDIT_CARD;maestro;791
5191;CANCELLED;4.64;IDEAL;maestro;103
5192;REFUNDED;0.27;CREDIT_CARD;jcb;700
5193;COMPLETED;0.95;CREDIT_CARD;visa-electron;694
5194;PENDING;5.38;CREDIT_CARD;switch;392
5195;REFUNDED;0.66;IDEAL;diners-club-carte-blanche;961
5196;PENDING;4.01;CREDIT_CARD;jcb;27
5197;CANCELLED;7.01;IDEAL;jcb;674
5198;PENDING;3.19;CREDIT_CARD;maestro;456
5199;PAID;9.28;IDEAL;jcb;415
5200;CANCELLED;4.39;CREDIT_CARD;jcb;455
5201;CANCELLED;7.81;IDEAL;visa-electron;996
5202;REFUNDED;5.30;CREDIT_CARD;mastercard;375
5203;PENDING;8.09;IDEAL;jcb;624
5204;COMPLETED;7.06;IDEAL;jcb;279
5205;PENDING;1.75;IDEAL;mastercard;337
5206;COMPLETED;3.63;IDEAL;jcb;20
5207;REFUNDED;4.66;IDEAL;visa;331
5208;CANCELLED;9.55;CREDIT_CARD;visa;777
5209;REFUNDED;1.78;CREDIT_CARD;switch;501
5210;COMPLETED;6.86;IDEAL;jcb;753
5211;REFUNDED;7.69;CREDIT_CARD;jcb;730
5212;COMPLETED;1.20;CREDIT_CARD;jcb;584
5213;CANCELLED;9.27;IDEAL;jcb;551
5214;REFUNDED;8.04;CREDIT_CARD;visa;794
5215;COMPLETED;0.48;IDEAL;visa;75
5216;REFUNDED;7.72;IDEAL;maestro;473
5217;PENDING;1.17;IDEAL;laser;573
5218;COMPLETED;8.20;IDEAL;switch;603
5219;PENDING;4.29;IDEAL;jcb;108
5220;PENDING;6.30;IDEAL;switch;970
5221;PENDING;0.20;CREDIT_CARD;diners-club-enroute;866
5222;PAID;1.14;CREDIT_CARD;china-unionpay;208
5223;PENDING;0.73;CREDIT_CARD;mastercard;65
5224;COMPLETED;4.16;IDEAL;jcb;134
5225;PAID;1.31;CREDIT_CARD;jcb;898
5226;CANCELLED;8.51;IDEAL;diners-club-carte-blanche;229
5227;PAID;0.99;CREDIT_CARD;mastercard;510
5228;PENDING;1.30;CREDIT_CARD;china-unionpay;967
5229;PAID;0.37;CREDIT_CARD;jcb;273
5230;PENDING;3.32;CREDIT_CARD;visa-electron;665
5231;COMPLETED;5.72;IDEAL;visa-electron;302
5232;PAID;1.87;IDEAL;americanexpress;577
5233;PAID;3.08;CREDIT_CARD;visa;758
5234;CANCELLED;1.91;CREDIT_CARD;visa-electron;737
5235;REFUNDED;2.50;CREDIT_CARD;mastercard;636
5236;PENDING;6.98;IDEAL;mastercard;49
5237;PAID;4.27;CREDIT_CARD;china-unionpay;217
5238;PAID;3.87;IDEAL;jcb;587
5239;CANCELLED;8.05;CREDIT_CARD;americanexpress;334
5240;REFUNDED;5.82;CREDIT_CARD;jcb;308
5241;CANCELLED;0.32;CREDIT_CARD;diners-club-carte-blanche;572
5242;COMPLETED;0.54;CREDIT_CARD;jcb;715
5243;PAID;8.07;CREDIT_CARD;americanexpress;972
5244;PAID;2.46;CREDIT_CARD;visa;415
5245;CANCELLED;7.90;CREDIT_CARD;mastercard;792
5246;COMPLETED;5.72;IDEAL;jcb;79
5247;CANCELLED;4.54;CREDIT_CARD;jcb;503
5248;PAID;8.52;IDEAL;jcb;73
5249;COMPLETED;0.23;CREDIT_CARD;china-unionpay;697
5250;COMPLETED;5.90;CREDIT_CARD;jcb;486
5251;PAID;5.62;CREDIT_CARD;maestro;8
5252;CANCELLED;8.77;CREDIT_CARD;bankcard;411
5253;REFUNDED;5.59;IDEAL;americanexpress;349
5254;COMPLETED;6.14;CREDIT_CARD;mastercard;290
5255;CANCELLED;4.41;CREDIT_CARD;maestro;151
5256;CANCELLED;8.77;IDEAL;jcb;285
5257;PAID;3.80;CREDIT_CARD;diners-club-carte-blanche;508
5258;REFUNDED;9.13;CREDIT_CARD;mastercard;728
5259;CANCELLED;3.95;IDEAL;diners-club-enroute;521
5260;PAID;4.84;CREDIT_CARD;americanexpress;595
5261;REFUNDED;1.40;IDEAL;maestro;832
5262;REFUNDED;7.64;IDEAL;maestro;599
5263;CANCELLED;2.62;IDEAL;bankcard;945
5264;COMPLETED;5.79;CREDIT_CARD;solo;782
5265;PAID;5.93;IDEAL;jcb;303
5266;PENDING;5.57;CREDIT_CARD;visa;846
5267;COMPLETED;4.22;IDEAL;jcb;431
5268;COMPLETED;6.13;CREDIT_CARD;instapayment;336
5269;PAID;1.15;IDEAL;maestro;920
5270;REFUNDED;9.65;CREDIT_CARD;jcb;490
5271;PAID;7.70;CREDIT_CARD;mastercard;331
5272;COMPLETED;5.69;IDEAL;jcb;503
5273;PAID;1.33;CREDIT_CARD;visa-electron;876
5274;REFUNDED;0.70;IDEAL;jcb;482
5275;PENDING;7.98;IDEAL;jcb;775
5276;PENDING;3.94;IDEAL;mastercard;61
5277;REFUNDED;6.89;CREDIT_CARD;visa;434
5278;PAID;0.64;CREDIT_CARD;jcb;530
5279;CANCELLED;1.63;CREDIT_CARD;china-unionpay;674
5280;COMPLETED;8.61;IDEAL;jcb;128
5281;REFUNDED;0.27;CREDIT_CARD;solo;957
5282;REFUNDED;0.61;CREDIT_CARD;jcb;257
5283;PENDING;6.57;IDEAL;jcb;327
5284;CANCELLED;2.48;CREDIT_CARD;jcb;88
5285;REFUNDED;5.79;IDEAL;china-unionpay;704
5286;CANCELLED;7.44;IDEAL;jcb;947
5287;REFUNDED;2.22;IDEAL;mastercard;695
5288;PAID;6.48;IDEAL;instapayment;758
5289;COMPLETED;4.73;CREDIT_CARD;visa-electron;55
5290;COMPLETED;1.17;CREDIT_CARD;jcb;745
5291;PENDING;5.72;CREDIT_CARD;jcb;809
5292;COMPLETED;0.90;IDEAL;americanexpress;782
5293;PAID;7.03;CREDIT_CARD;solo;86
5294;COMPLETED;7.61;IDEAL;visa-electron;133
5295;PENDING;6.82;CREDIT_CARD;bankcard;946
5296;PENDING;7.87;CREDIT_CARD;switch;171
5297;COMPLETED;8.72;CREDIT_CARD;mastercard;23
5298;REFUNDED;9.30;IDEAL;jcb;519
5299;CANCELLED;0.02;IDEAL;jcb;593
5300;REFUNDED;0.32;CREDIT_CARD;china-unionpay;596
5301;REFUNDED;6.16;IDEAL;jcb;719
5302;PAID;7.46;IDEAL;mastercard;976
5303;CANCELLED;9.39;CREDIT_CARD;maestro;630
5304;COMPLETED;1.83;CREDIT_CARD;mastercard;91
5305;COMPLETED;9.37;CREDIT_CARD;china-unionpay;567
5306;REFUNDED;1.99;IDEAL;jcb;845
5307;CANCELLED;2.33;CREDIT_CARD;jcb;621
5308;PAID;6.34;IDEAL;maestro;559
5309;PAID;5.75;CREDIT_CARD;china-unionpay;38
5310;REFUNDED;6.01;IDEAL;jcb;712
5311;PENDING;5.60;CREDIT_CARD;mastercard;298
5312;CANCELLED;2.55;CREDIT_CARD;diners-club-enroute;493
5313;PENDING;4.88;IDEAL;jcb;408
5314;REFUNDED;2.39;IDEAL;solo;619
5315;PENDING;7.71;CREDIT_CARD;bankcard;789
5316;PENDING;2.94;CREDIT_CARD;jcb;478
5317;COMPLETED;1.72;CREDIT_CARD;jcb;93
5318;PENDING;6.54;CREDIT_CARD;mastercard;949
5319;PAID;3.94;IDEAL;maestro;259
5320;PENDING;1.76;IDEAL;jcb;621
5321;COMPLETED;6.31;CREDIT_CARD;diners-club-enroute;275
5322;PENDING;0.40;CREDIT_CARD;diners-club-enroute;978
5323;CANCELLED;9.84;IDEAL;mastercard;452
5324;REFUNDED;3.83;IDEAL;diners-club-enroute;991
5325;PAID;3.57;CREDIT_CARD;jcb;209
5326;PAID;3.14;CREDIT_CARD;maestro;528
5327;REFUNDED;3.77;CREDIT_CARD;jcb;890
5328;PAID;2.80;IDEAL;jcb;497
5329;PAID;3.07;CREDIT_CARD;mastercard;288
5330;REFUNDED;5.46;CREDIT_CARD;jcb;991
5331;REFUNDED;9.85;CREDIT_CARD;jcb;339
5332;CANCELLED;9.31;IDEAL;diners-club-us-ca;709
5333;REFUNDED;0.80;IDEAL;jcb;704
5334;REFUNDED;4.53;CREDIT_CARD;diners-club-international;559
5335;CANCELLED;9.36;CREDIT_CARD;jcb;904
5336;CANCELLED;3.71;IDEAL;jcb;42
5337;PENDING;0.30;CREDIT_CARD;visa;543
5338;REFUNDED;2.22;IDEAL;jcb;152
5339;PAID;7.21;IDEAL;maestro;387
5340;PENDING;8.47;IDEAL;solo;363
5341;COMPLETED;4.79;CREDIT_CARD;maestro;997
5342;PAID;3.28;CREDIT_CARD;jcb;81
5343;PAID;8.78;CREDIT_CARD;diners-club-international;794
