id;quantity;total_price;product_id;cart_id
12099;11142.69;4.73;2418;8019
12100;713.28;8.97;9744;8596
12101;4993.55;8.58;10045;7763
12102;6177.3;9.38;9162;5023
12103;5037.41;5.49;2805;10165
12104;2345.53;2.34;3734;5688
12105;2840.88;9.98;17160;8665
12106;7776.41;6.98;9164;1177
12107;7633.99;0.90;19908;7452
12108;5976.77;8.15;8063;1312
12109;6806.82;3.27;17775;3350
12110;10212.07;9.77;11618;3539
12111;6762.31;7.83;17542;2349
12112;9114.08;7.32;15411;6411
12113;2161.78;4.26;11983;2749
12114;2383.87;4.49;5793;2383
12115;7236.09;2.67;17380;10184
12116;1032.86;6.67;18909;4801
12117;7773.72;2.56;5046;5963
12118;1173.12;3.95;882;501
12119;5836.85;7.17;8606;4413
12120;6355.24;2.16;8365;388
12121;453.03;8.99;10459;11473
12122;7025.66;7.19;15711;1871
12123;7464.46;5.71;19868;269
12124;2897.14;5.17;972;7739
12125;8242.18;4.20;11067;10622
12126;7311.85;5.65;18781;5508
12127;11269.74;3.53;12756;4693
12128;4840.83;7.29;4170;3975
12129;2111.45;9.35;976;4294
12130;5788.31;4.86;1522;11179
12131;11988.86;1.29;3143;7236
12132;8159.58;0.77;18253;6743
12133;10151.83;9.69;8311;7691
12134;790.54;4.18;18520;11995
12135;533.84;3.46;4880;10546
12136;6522.88;7.91;2924;8864
12137;6746.06;3.01;12568;8816
12138;3604.63;5.82;3956;5346
12139;5582.0;4.07;8192;4744
12140;2156.93;0.62;10881;6805
12141;6414.03;5.56;13224;8931
12142;5045.0;7.14;17034;306
12143;7419.96;0.45;3690;9133
12144;1248.82;6.75;9310;860
12145;7654.44;7.47;1477;10563
12146;815.16;8.50;3875;3971
12147;9733.46;3.44;18035;1125
12148;3038.34;1.47;16270;9937
12149;881.24;8.89;9224;9731
12150;7694.3;5.90;2527;3138
12151;10471.06;5.53;14487;5003
12152;4001.17;8.76;10316;1381
12153;419.1;6.17;19480;10151
12154;3190.17;3.25;5734;1040
12155;9998.68;4.99;13195;10623
12156;3009.57;1.75;18587;9688
12157;8306.75;8.69;7553;9392
12158;4095.31;5.13;7698;366
12159;4532.05;7.03;12561;414
12160;10514.05;6.47;18544;5521
12161;9968.08;1.23;13401;7283
12162;656.33;7.43;1583;2442
12163;4362.54;8.53;16564;5458
12164;2878.75;5.77;7162;10485
12165;8973.78;1.91;2975;4590
12166;10083.35;0.77;18392;5277
12167;3265.34;8.37;16220;10126
12168;1256.12;6.00;7082;1361
12169;9831.19;2.98;15720;4609
12170;7223.95;2.71;15991;4848
12171;702.91;3.93;13077;7289
12172;4209.65;8.48;2847;8232
12173;7532.64;9.64;16483;1426
12174;5515.56;4.44;19866;6768
12175;3386.25;4.65;15502;2907
12176;10230.64;6.90;19598;4057
12177;4166.7;4.96;15601;449
12178;2198.06;8.66;6399;5777
12179;1677.24;4.72;8664;4089
12180;7579.48;7.59;1074;10722
12181;4839.77;0.42;2876;4971
12182;11832.49;2.77;18093;4196
12183;5992.05;7.59;11868;11375
12184;966.16;3.53;5658;10386
12185;8918.7;2.26;8311;7059
12186;5708.32;8.87;10138;6444
12187;6855.6;4.60;19329;1946
12188;7402.37;6.21;4768;3449
12189;3121.95;5.76;18238;2730
12190;3686.43;7.22;15543;3348
12191;3673.51;1.43;18627;9819
12192;74.59;4.43;7381;6492
12193;2814.03;3.15;15560;7991
12194;2626.94;2.15;16617;8793
12195;11001.04;0.80;12235;1194
12196;2952.04;7.64;10313;10967
12197;4654.8;6.88;5130;2229
12198;11035.67;2.03;18113;5921
12199;9913.89;9.86;16206;6500
12200;2525.95;6.32;953;4525
12201;7583.48;8.60;11529;9726
12202;51.99;0.19;19936;7488
12203;11924.74;7.17;11321;2168
12204;11222.87;5.17;18381;1271
12205;990.3;5.52;9781;8213
12206;107.62;1.41;8545;6997
12207;7959.26;6.04;16413;11599
12208;2125.57;4.09;6774;689
12209;5946.5;7.35;19100;3875
12210;3776.33;2.10;1809;856
12211;7238.9;9.38;2516;4138
12212;870.01;5.47;1495;10487
12213;2404.72;2.86;1629;1929
12214;24.18;5.98;4358;1445
12215;9939.88;3.18;11913;4324
12216;6721.14;1.77;8782;6436
12217;8667.94;4.55;18839;266
12218;9733.75;5.65;3606;11719
12219;2610.43;0.01;32;10290
12220;8278.76;3.33;12163;5158
12221;5792.01;4.40;17586;6720
12222;8127.14;4.57;4401;4136
12223;3585.94;8.28;19017;10581
12224;10620.97;5.10;3623;8363
12225;3195.3;0.65;3441;5332
12226;5277.55;7.92;9264;8232
12227;10094.1;7.19;5266;3149
12228;2984.49;2.76;13580;6203
12229;3233.05;3.81;12321;4133
12230;3919.28;5.26;7744;11655
12231;9259.46;6.58;18632;11849
12232;1314.8;1.17;3254;5186
12233;97.56;2.52;18178;10256
12234;5443.57;1.44;18585;8960
12235;9092.11;4.51;11476;4935
12236;2332.14;2.43;1530;8539
12237;9477.61;5.07;5404;1299
12238;9404.11;8.30;9643;5835
12239;6571.76;6.95;474;2701
12240;7607.47;0.08;13991;10161
12241;1567.19;3.10;19293;8425
12242;10635.75;9.12;15339;361
12243;5949.71;3.34;4464;6531
12244;4799.6;7.55;8384;6778
12245;10711.22;0.93;17700;10130
12246;4110.35;8.83;19506;1720
12247;1989.89;2.87;10648;10937
12248;11424.99;5.50;11917;5678
12249;3009.63;1.30;19642;6360
12250;10845.56;6.00;10932;8876
12251;5315.87;8.57;15660;11273
12252;6005.97;8.43;10552;3429
12253;2319.73;7.92;13051;6286
12254;9787.56;1.99;8430;11667
12255;7155.44;1.08;3406;11922
12256;7104.73;7.88;4368;11597
12257;9053.45;2.42;5752;1593
12258;11442.68;8.93;7663;4203
12259;2412.74;1.68;6180;8698
12260;9821.94;8.85;4073;312
12261;11010.94;3.85;15530;5794
12262;6296.86;6.82;10929;10024
12263;3156.94;5.68;15945;5955
12264;11259.31;1.05;10667;10868
12265;9074.77;7.02;15454;9877
12266;6374.51;2.82;2200;3000
12267;11749.25;1.80;3544;2225
12268;7710.84;2.83;10452;5452
12269;3630.57;6.32;19385;6911
12270;9723.21;5.21;14145;6198
12271;11211.53;0.40;11505;9516
12272;7932.23;0.79;11831;11151
12273;10100.2;1.16;11001;10751
12274;5653.21;8.34;5690;11341
12275;5456.68;0.72;4200;3402
12276;1504.77;0.68;13638;6435
12277;226.82;8.60;2481;5350
12278;506.45;4.98;19026;7824
12279;11472.44;0.32;6049;7950
12280;2924.84;4.48;2944;7239
12281;10791.24;5.08;12507;7359
12282;9692.34;2.61;14165;4297
12283;10311.65;8.13;11204;8127
12284;7477.96;2.74;2811;159
12285;6891.71;7.38;1303;973
12286;7338.39;9.88;18493;10678
12287;7125.17;3.25;4308;1255
12288;11490.96;8.59;14801;6944
12289;6267.02;9.95;13432;6756
12290;11382.13;7.07;6704;9363
12291;2439.87;7.08;2714;4740
12292;3807.41;9.51;14048;7241
12293;7600.77;3.79;13883;7500
12294;7623.37;6.64;5337;6766
12295;10822.61;2.99;12097;11555
12296;1313.93;5.99;18341;11737
12297;6145.48;7.34;7768;1766
12298;7964.27;3.00;2438;11953
12299;9685.9;4.93;12479;3542
12300;11435.01;4.53;11239;6222
12301;9367.53;5.96;408;8688
12302;6843.71;4.35;8466;7444
12303;1260.19;0.57;15562;8347
12304;6037.62;4.49;6782;7875
12305;9100.81;4.29;7849;8220
12306;10712.04;8.01;12600;9551
12307;9897.79;3.93;7819;7390
12308;5901.86;2.34;12837;1943
12309;7642.44;5.66;19239;5513
12310;6784.89;1.02;12601;6213
12311;8185.52;7.22;16908;1721
12312;8317.47;9.99;15340;11359
12313;3698.86;0.12;19571;6479
12314;3232.5;4.92;19939;9807
12315;10324.71;3.18;16651;9483
12316;4895.13;9.53;949;273
12317;6044.74;1.08;11291;4092
12318;10336.03;0.19;7215;9204
12319;11410.53;6.92;6630;10180
12320;9705.03;0.05;4339;10434
12321;5961.0;3.02;15020;930
12322;5640.43;2.44;1043;7561
12323;11023.18;5.12;2047;9530
12324;1144.58;1.68;11206;3123
12325;11372.05;7.26;2350;48
12326;8562.15;1.04;10087;8343
12327;11585.9;4.88;2251;7768
12328;3978.14;7.40;6015;2596
12329;8898.35;3.27;2101;5737
12330;4534.98;2.08;19351;8070
12331;5941.11;4.81;2386;8518
12332;268.17;5.59;2904;6267
12333;4693.01;0.84;9216;2557
12334;6837.19;8.52;297;5198
12335;7578.29;7.27;1148;5038
12336;6410.86;2.61;9692;7378
12337;1710.89;9.40;5873;4696
12338;6425.39;1.01;8643;3151
12339;6255.5;4.37;1624;1756
12340;1006.6;6.62;14224;10175
12341;11033.21;8.50;12765;1369
12342;9089.38;5.14;3917;7468
12343;947.97;7.17;47;11419
12344;10837.39;3.76;3354;9648
12345;849.12;5.94;4979;2852
12346;77.56;2.48;14071;2320
12347;3570.33;3.71;19063;1295
12348;11341.28;5.43;12871;7374
12349;9012.88;3.68;5842;11469
12350;1871.71;2.08;12554;5776
12351;6349.82;3.48;3145;7263
12352;9297.79;3.65;2609;3074
12353;7362.14;4.37;17821;2077
12354;11753.44;4.66;6561;2811
12355;11499.58;5.36;12155;1590
12356;7443.49;4.67;3700;4251
12357;4130.98;8.59;9314;8758
12358;10577.52;0.52;7864;8621
12359;493.44;1.75;13069;798
12360;9365.67;0.57;7949;9970
12361;8617.41;6.55;17513;7331
12362;5065.62;7.96;4720;9773
12363;986.48;1.67;7758;11961
12364;4535.72;5.27;5977;5855
12365;3430.42;5.98;8355;570
12366;9884.01;2.15;24;9946
12367;6498.31;2.41;1916;4097
12368;9118.33;3.29;12207;6744
12369;4656.16;6.15;10196;7932
12370;4972.28;8.56;6020;8106
12371;3302.7;2.60;9503;10830
12372;2168.69;7.08;16808;7043
12373;413.46;8.09;10354;3997
12374;2116.44;8.71;10288;5226
12375;6773.66;6.87;5332;4458
12376;6001.55;3.01;10128;8124
12377;696.14;6.57;16741;2834
12378;9534.24;6.18;15971;689
12379;8749.2;3.72;4205;6349
12380;1669.45;9.85;5718;2650
12381;6426.45;6.56;3666;5529
12382;2664.35;1.99;13308;118
12383;10473.2;7.00;11086;395
12384;11532.2;9.90;7384;1565
12385;119.54;6.20;12497;7797
12386;11352.16;6.25;2476;5117
12387;9223.53;0.74;13747;9059
12388;8791.45;0.08;6202;8970
12389;3297.41;1.26;6025;6238
12390;6081.39;5.73;17997;6625
12391;1551.28;2.94;10988;4060
12392;9359.6;7.82;14159;1889
12393;4222.04;0.93;15166;6015
12394;5359.11;4.79;3435;11802
12395;7281.92;1.07;4925;193
12396;10675.32;1.43;17840;9793
12397;970.95;5.73;3538;2144
12398;2378.83;2.27;5705;7760
12399;1146.23;9.75;12313;3046
12400;4675.09;8.65;16630;4594
12401;5781.06;7.93;8964;8736
12402;3370.27;9.84;7748;6009
12403;7212.97;5.66;14517;6012
12404;3018.34;3.48;16349;362
12405;8403.45;5.04;4131;1380
12406;2099.61;7.33;16660;2219
12407;7665.58;1.61;10394;4038
12408;10890.3;5.10;1097;11670
12409;6751.42;6.05;11333;4011
12410;8093.94;6.57;8543;11881
12411;4402.2;2.76;885;2917
12412;6837.01;4.65;14058;8004
12413;3039.6;1.12;11406;1323
12414;11311.66;2.80;15618;2167
12415;9503.81;4.85;10493;4454
12416;3840.13;5.47;2626;179
12417;7088.67;2.75;16102;10739
12418;11804.17;2.84;164;274
12419;4152.36;9.12;16553;4819
12420;198.1;2.80;9014;3890
12421;5428.25;8.90;19805;8137
12422;4123.05;6.45;7561;1133
12423;2036.9;2.12;19090;3361
12424;10441.55;2.44;1974;7248
12425;10178.72;5.72;4389;10470
12426;11268.82;0.79;4616;1320
12427;10069.17;3.29;17540;1408
12428;1106.64;2.73;6627;7176
12429;726.32;3.87;12704;5036
12430;4814.53;8.55;15734;8636
12431;4533.09;1.62;15554;7136
12432;4243.56;6.74;10208;11754
12433;6763.98;3.11;13883;2375
12434;2415.85;8.60;17220;8155
12435;1882.71;1.39;9588;4886
12436;9355.65;8.01;11002;1205
12437;5049.25;3.60;10959;9713
12438;6175.06;5.52;13015;3162
12439;9589.75;2.21;13910;6537
12440;1733.28;7.70;4374;1773
12441;4941.59;1.01;3989;2734
12442;10591.31;6.53;887;8599
12443;5359.49;9.64;16351;2112
12444;10459.86;7.66;1228;8540
12445;1109.43;3.09;1937;5284
12446;6877.5;2.21;2829;6550
12447;529.57;7.00;6546;10946
12448;981.39;0.77;11001;7209
12449;10563.1;9.93;10939;11510
12450;10594.11;5.96;12052;8951
12451;3420.38;0.25;11828;8713
12452;447.65;6.30;508;450
12453;10447.85;6.85;16279;8161
12454;584.09;0.58;16038;11983
12455;1823.61;2.34;6480;9233
12456;2104.19;1.26;15817;11323
12457;6302.65;4.16;5741;5962
12458;1991.41;9.85;8410;6250
12459;5482.92;4.62;7965;2371
12460;5000.42;0.57;16418;9888
12461;3549.07;4.96;17383;8030
12462;4978.64;4.92;18314;10435
12463;11865.28;2.71;9769;3060
12464;5929.41;4.14;19439;2060
12465;10684.66;0.17;7338;8978
12466;6702.03;8.64;17539;7806
12467;2434.94;1.56;14595;2292
12468;9948.2;5.63;1277;1301
12469;10598.15;8.61;13100;3375
12470;1273.16;0.24;12792;5142
12471;4985.23;9.02;9876;409
12472;530.51;7.76;75;1410
12473;9413.41;0.28;18292;2645
12474;9797.62;3.98;6302;11056
12475;9464.02;7.61;5145;5577
12476;6488.84;3.92;8246;6938
12477;721.36;1.78;17054;3091
12478;1621.31;0.42;10991;9381
12479;9090.24;7.80;1515;4136
12480;932.78;8.84;6715;7500
12481;5096.96;3.86;5109;11834
12482;2450.56;7.38;17840;2859
12483;10488.12;5.79;7319;9046
12484;11024.86;6.78;11951;766
12485;8753.35;0.90;7793;11915
12486;3975.26;7.15;3474;1248
12487;4608.73;1.96;13452;3470
12488;5418.72;2.42;14063;5875
12489;8767.8;6.04;15277;7180
12490;3037.45;6.08;16555;9070
12491;8610.04;6.47;11371;3719
12492;9483.64;0.72;13619;869
12493;8144.23;5.88;12206;1010
12494;5250.96;7.30;2884;4826
12495;5926.32;8.40;3906;6914
12496;9174.96;7.00;466;3843
12497;9213.9;5.53;2663;6052
12498;2666.57;1.81;11570;8815
12499;1545.61;6.76;11937;7195
12500;5399.56;9.75;16957;6867
12501;5531.03;1.86;1913;10188
12502;8694.93;4.74;4809;8312
12503;10177.28;1.66;19621;7211
12504;8709.25;4.09;1994;4769
12505;2751.41;9.06;28;10794
12506;2370.28;6.31;2422;8508
12507;5704.59;9.71;18027;7576
12508;7228.75;8.64;6695;2003
12509;3432.84;7.38;17421;6051
12510;3383.27;0.77;15498;1224
12511;237.99;0.46;4574;11175
12512;8833.76;0.83;4714;10723
12513;11025.96;3.37;10152;8506
12514;5866.41;0.92;338;7053
12515;8312.37;5.63;14599;3980
12516;4200.97;8.51;8402;9467
12517;11155.85;1.11;6483;3287
12518;5828.13;3.41;18138;4629
12519;612.49;8.95;11584;4842
12520;2851.45;4.16;9400;8113
12521;1457.87;6.31;17353;5746
12522;5310.18;6.34;15135;8284
12523;318.34;2.70;17400;2027
12524;4242.09;9.80;19075;10758
12525;6648.54;2.59;13921;3185
12526;5287.32;4.30;16186;2057
12527;2492.39;7.30;16153;10875
12528;5134.5;7.04;15182;3180
12529;10656.87;6.07;2855;524
12530;6910.08;8.64;19118;10656
12531;2597.86;1.76;10643;2396
12532;1056.33;3.60;14567;3928
12533;3823.54;6.58;19122;2367
12534;6040.15;0.76;17073;86
12535;10127.04;5.47;14478;10318
12536;224.38;3.27;7014;1286
12537;10824.62;9.72;12789;4759
12538;10872.52;9.92;16969;10373
12539;2212.44;2.64;19164;10901
12540;11260.6;1.37;3771;8912
12541;9387.61;5.36;244;5511
12542;11984.78;7.38;10859;8168
12543;21.32;8.53;19155;2936
12544;8335.96;1.19;4479;1230
12545;2710.23;5.23;17217;9493
12546;7028.03;3.81;18398;6147
12547;10847.18;5.03;7964;7872
12548;9709.45;1.61;13881;6967
12549;3268.46;2.61;8179;641
12550;7119.8;2.55;7236;1369
12551;4748.38;5.66;14426;2759
12552;97.41;6.72;248;11220
12553;10252.02;8.05;18967;337
12554;3857.87;6.67;10627;544
12555;11524.53;1.89;7980;3189
12556;9481.67;8.37;15213;6776
12557;11571.73;2.49;14270;3665
12558;10394.37;6.16;3626;11642
12559;385.07;7.35;16510;10261
12560;8948.62;7.43;3325;8014
12561;464.06;4.48;8123;6875
12562;9637.3;1.26;2855;4251
12563;112.07;4.35;5927;2458
12564;1523.18;7.40;10550;10946
12565;2309.75;0.93;16013;8206
12566;5670.5;1.72;13875;1405
12567;5799.25;8.82;8555;6440
12568;905.82;1.54;19202;2342
12569;1767.22;9.14;7386;4376
12570;10830.7;9.73;1343;7415
12571;5997.77;8.08;15032;3699
12572;6636.48;2.29;11264;7097
12573;1728.03;1.88;1751;5405
12574;4555.56;5.15;17835;9471
12575;9262.55;1.41;13721;8494
12576;2978.53;8.14;4690;8725
12577;10029.56;0.42;6917;2104
12578;8741.22;7.95;19418;949
12579;2738.17;5.21;13998;8379
12580;11812.05;1.72;12312;3911
12581;2213.64;5.70;17584;10568
12582;8142.05;0.55;19846;2411
12583;856.73;7.52;18250;8218
12584;4988.35;8.85;3515;10968
12585;837.36;5.20;11148;4357
12586;7037.16;4.21;17304;6526
12587;319.88;4.49;6416;3159
12588;6777.81;3.84;13799;1106
12589;2754.24;3.66;9113;10790
12590;9936.54;5.58;5484;643
12591;5031.75;3.11;6485;9326
12592;5924.19;4.36;8356;1227
12593;11672.62;2.26;670;10353
12594;8682.01;4.88;18473;41
12595;1069.6;5.15;6045;4623
12596;3086.04;1.18;14968;5974
12597;178.84;3.74;19937;7712
12598;2418.95;3.62;18744;1915
12599;11424.22;1.38;16164;11646
12600;3057.25;1.31;17853;11276
12601;3584.52;2.74;2966;1766
12602;9531.33;8.22;10688;11249
12603;9671.34;4.10;16894;9260
12604;10003.57;9.41;2078;8611
12605;1677.29;8.99;14558;2405
12606;11670.01;7.76;16743;4702
12607;5028.69;1.49;3074;5675
12608;9656.48;3.02;7831;10991
12609;7973.33;4.46;15243;3066
12610;4889.2;5.75;10748;10959
12611;7315.99;6.37;12957;289
12612;7403.27;3.62;6175;1155
12613;10327.68;8.87;6305;2660
12614;7087.57;7.26;6772;5799
12615;902.29;9.62;11099;5484
12616;6586.67;8.05;9296;6751
12617;10977.02;0.51;3206;2342
12618;3666.43;3.61;19955;7826
12619;5934.77;3.93;10985;3138
12620;2350.55;9.72;52;10200
12621;3940.71;0.96;17346;9236
12622;94.43;9.51;2648;3860
12623;6019.47;2.81;10788;9281
12624;8578.62;9.17;18250;10315
12625;2566.52;6.79;15933;11804
12626;6679.64;4.78;2737;1985
12627;6226.29;3.48;11190;2328
12628;3621.08;2.18;7924;8665
12629;5156.01;9.17;15726;4026
12630;8069.86;0.18;8144;4668
12631;1700.59;4.69;17445;9408
12632;6687.75;5.57;1769;127
12633;1196.6;1.29;17863;7487
12634;10163.35;4.99;6717;6335
12635;8827.22;6.96;9800;11117
12636;6616.93;5.71;2031;6560
12637;9716.48;9.49;433;8641
12638;3717.22;4.78;6871;11048
12639;6260.81;2.15;19283;2257
12640;1162.57;4.26;2246;9950
12641;11191.21;9.70;17645;816
12642;10604.95;1.93;4118;1203
12643;5132.08;3.36;13873;5630
12644;3487.22;4.01;2364;8379
12645;7207.7;1.42;8719;991
12646;878.27;3.61;6716;9502
12647;11405.1;7.84;19190;3549
12648;5757.87;9.65;19313;9054
12649;4334.47;1.23;15383;9551
12650;2370.23;5.02;5640;2309
12651;4144.2;0.38;12432;7114
12652;466.55;6.11;11904;2755
12653;582.86;1.14;352;1151
12654;2104.07;8.11;17088;11090
12655;5630.09;2.33;17506;762
12656;1070.53;9.35;16608;171
12657;6425.1;6.49;11113;4944
12658;579.45;7.39;18290;2690
12659;11573.57;4.58;11261;9338
12660;2609.9;0.51;5258;5430
12661;2382.69;3.75;7827;5174
12662;3701.84;3.54;14711;6567
12663;10895.63;9.59;1023;5519
12664;7385.25;1.40;12491;5253
12665;1127.79;8.43;5456;7965
12666;2226.96;7.70;8669;1685
12667;4207.75;1.18;5795;6534
12668;9648.46;0.23;7629;11279
12669;1972.37;6.60;17736;3785
12670;9389.63;1.91;11341;9580
12671;10430.67;4.32;9632;7085
12672;1468.54;2.66;15076;8421
12673;907.05;5.73;8064;7984
12674;7992.08;1.13;11494;501
12675;7199.86;2.67;17821;132
12676;8566.68;1.45;3997;9184
12677;11688.4;5.23;2227;3503
12678;9315.75;4.16;15505;9824
12679;3947.4;8.11;13004;10126
12680;3453.69;9.16;16541;2960
12681;9383.96;1.37;10572;593
12682;9450.43;7.47;8027;11748
12683;10489.93;4.75;14422;599
12684;6113.65;7.29;14799;7821
12685;8734.58;1.77;6812;10790
12686;4161.45;7.57;14924;11354
12687;7388.95;5.49;11066;9114
12688;6494.4;9.58;6576;9933
12689;5888.12;2.32;18927;8979
12690;11108.37;0.22;4040;2553
12691;6207.13;6.51;16612;755
12692;9768.76;7.72;17714;5113
12693;8828.83;9.58;3970;6157
12694;8220.66;5.80;18089;11461
12695;7491.24;9.74;19125;3350
12696;4132.81;1.66;15956;10744
12697;11696.47;1.85;15910;967
12698;2957.26;6.10;4955;1428
12699;3082.66;4.81;15483;219
12700;9497.09;5.28;8958;11167
12701;2145.62;2.68;7903;4129
12702;1405.61;5.34;13077;2875
12703;4305.29;8.52;19714;7855
12704;4707.38;3.73;19433;5298
12705;3503.69;3.27;19240;6137
12706;9274.6;6.60;19226;8420
12707;4109.01;8.53;1193;5065
12708;9952.32;5.99;15117;11601
12709;10759.0;6.72;5219;8196
12710;11217.15;0.08;7033;10294
12711;363.38;8.79;18166;7335
12712;1568.85;4.23;1376;1797
12713;4849.98;1.14;12865;6055
12714;962.98;9.94;17812;1087
12715;1806.8;3.19;405;1435
12716;434.95;2.01;2582;1627
12717;7338.03;4.42;14226;737
12718;10379.89;6.52;18585;592
12719;5170.16;4.19;1864;7168
12720;4012.3;6.87;10165;140
12721;10210.59;2.76;11007;11474
12722;649.58;4.86;5751;2453
12723;829.78;2.83;10520;6560
12724;9535.39;8.23;17509;9887
12725;10772.04;0.88;11973;11497
12726;10171.42;8.90;2;539
12727;9693.72;8.67;1447;7334
12728;3612.55;8.37;5594;5706
12729;104.9;5.58;9248;5720
12730;3198.73;3.47;8393;131
12731;9250.61;3.95;13095;6117
12732;11766.1;4.06;216;5569
12733;3398.58;2.71;18038;1158
12734;7857.91;6.42;12290;6721
12735;11824.69;8.96;16323;2089
12736;1686.75;1.82;6264;4305
12737;2457.24;7.47;11635;8820
12738;10507.66;5.01;4403;1597
12739;8110.26;1.73;2171;8993
12740;1933.61;3.11;19557;1230
12741;4684.87;1.18;8062;5461
12742;6051.78;9.66;13050;3954
12743;3123.56;2.41;12422;215
12744;2106.18;6.83;11977;2141
12745;6543.45;2.38;2805;3659
12746;9168.66;6.14;17043;8418
12747;9110.4;1.92;3086;11689
12748;8860.05;7.45;15486;1792
12749;7911.47;7.28;8987;2217
12750;10015.04;7.30;2723;4248
12751;2606.73;3.78;10778;7832
12752;11107.13;1.01;7874;3692
12753;3942.78;7.60;16258;4760
12754;2124.05;6.53;14705;8860
12755;1704.43;0.11;9603;2896
12756;10954.31;8.58;8121;10697
12757;2480.42;5.47;13967;1284
12758;10449.11;7.28;17253;8073
12759;8075.52;8.24;17313;9996
12760;4428.57;3.88;7696;7850
12761;8271.58;6.31;3556;4847
12762;6461.9;5.83;14971;1773
12763;4953.38;4.46;7693;10778
12764;559.41;7.70;14058;1940
12765;6051.14;9.55;1779;3479
12766;10648.1;6.85;3050;5080
12767;4439.63;2.49;1673;10356
12768;10157.54;2.04;17245;11811
12769;5049.44;0.17;3076;6796
12770;456.22;1.09;19730;3778
12771;6556.12;5.95;3288;5727
12772;3186.4;7.27;12617;1871
12773;6616.03;9.24;17215;11122
12774;286.22;9.33;6878;2121
12775;6574.73;0.88;17979;9944
12776;6710.12;6.61;18320;10429
12777;10511.73;5.00;7645;3183
12778;4079.2;2.71;18950;4371
12779;3227.31;8.28;3418;1798
12780;8960.85;0.54;5989;139
12781;11450.2;0.65;989;746
12782;1921.34;9.11;457;1732
12783;3190.47;6.92;18313;8103
12784;976.59;8.33;11574;10977
12785;4674.11;1.77;1472;4670
12786;10271.03;9.17;13324;4847
12787;4396.03;9.48;15484;10058
12788;11592.9;3.11;17300;5644
12789;1278.25;9.98;13127;5462
12790;3948.26;3.80;16521;4700
12791;6295.38;6.22;3330;3745
12792;4809.96;7.59;5181;9896
12793;2971.5;5.67;13906;3995
12794;4150.22;1.26;6636;10901
12795;8672.5;6.63;17415;1423
12796;6948.45;9.16;544;9785
12797;5440.8;5.31;10493;6891
12798;5174.9;5.20;2919;454
12799;6872.62;9.71;12734;5555
12800;10707.64;8.07;6513;4068
12801;1226.55;4.78;12104;3854
12802;11865.74;8.31;7450;3530
12803;902.61;2.45;2088;2810
12804;2096.63;3.03;13552;11859
12805;6013.44;5.56;16182;3252
12806;3458.82;6.14;11686;1944
12807;11094.39;7.75;8123;10194
12808;5212.11;1.26;17927;3500
12809;725.3;9.38;4332;4865
12810;9570.12;2.07;9801;4507
12811;9412.76;5.77;6926;4704
12812;574.93;5.00;17941;9246
12813;6530.78;0.53;13242;9275
12814;2245.76;7.75;11639;4608
12815;5097.18;1.18;5775;900
12816;9504.74;7.27;15657;4937
12817;4500.15;2.55;5771;6521
12818;5831.29;7.26;462;10064
12819;2431.83;1.47;10735;10354
12820;1363.67;6.92;15269;195
12821;4273.62;3.77;4219;2823
12822;2966.07;6.27;17853;725
12823;8792.03;5.65;8479;11120
12824;2588.2;7.22;18682;5033
12825;7404.25;0.32;2676;1290
12826;389.65;2.55;12237;7618
12827;9777.3;6.55;14344;11703
12828;9608.15;2.42;9808;5956
12829;5720.91;3.24;869;6031
12830;1582.33;4.99;17818;8764
12831;3958.0;4.81;7350;6823
12832;10517.69;6.61;6474;7128
12833;9371.85;7.68;19043;5733
12834;1080.16;1.16;17133;3960
12835;1686.42;7.65;11431;7046
12836;5705.67;7.01;6642;5384
12837;2236.89;7.75;1950;9919
12838;298.01;9.23;14423;9724
12839;10598.33;7.66;1398;5062
12840;2231.75;6.56;4719;10676
12841;4231.74;3.53;16490;9222
12842;11787.5;3.00;12403;10020
12843;4508.48;1.96;2131;4053
12844;7143.14;3.64;3235;7807
12845;10040.33;5.42;12179;3238
12846;4970.98;4.90;11209;3977
12847;5599.91;6.41;17951;5609
12848;11130.34;5.62;14574;5243
12849;4913.32;8.69;12002;901
12850;7820.47;9.06;13737;7996
12851;6283.61;5.54;8376;7456
12852;7593.99;5.65;17682;9978
12853;1202.11;5.93;5946;11098
12854;1852.94;1.18;12874;10362
12855;5755.34;6.46;6580;9912
12856;10888.45;5.55;4624;7372
12857;9323.19;3.25;13309;11878
12858;7121.66;0.38;9827;7118
12859;2542.73;0.89;19899;1087
12860;9657.76;0.39;7216;8085
12861;4552.96;6.30;17917;9871
12862;5875.51;6.74;6672;250
12863;966.74;9.79;9191;2608
12864;10363.84;9.97;18338;8725
12865;5118.41;7.07;12045;38
12866;8107.08;9.95;3366;7394
12867;2390.46;0.78;18283;4959
12868;284.22;9.41;8377;6147
12869;6157.15;1.25;7482;10102
12870;8808.75;1.59;9779;4485
12871;8039.49;5.33;1206;1289
12872;1054.99;5.52;17503;7578
12873;6579.64;1.40;4389;4947
12874;4764.13;2.85;16714;6833
12875;5361.2;7.64;3948;10261
12876;6837.05;7.10;394;7806
12877;2071.93;5.63;10477;6734
12878;1924.12;2.70;15289;1872
12879;5171.43;5.54;12892;5574
12880;11762.68;7.91;7054;5525
12881;9286.12;6.38;13369;7950
12882;1520.3;2.46;6118;6313
12883;5267.81;9.04;8414;10435
12884;2252.09;6.96;19020;10764
